Дата,Категория,Продукт,Цена,Количество,Выручка,Регион,Тип клиента
2023-04-24,Дом и сад,Мебель,97223,1,97223,СПб,Новый
2024-05-01,Спорт,Мяч,1240,9,11160,СПб,Постоянный
2024-07-16,Одежда,Джинсы,99793,6,598758,Москва,Постоянный
2023-03-08,Дом и сад,Декор,37642,7,263494,Казань,Новый
2023-01-05,Спорт,Гантели,60273,7,421911,Москва,Постоянный
2023-01-04,Дом и сад,Инструменты,18256,9,164304,Новосибирск,Новый
2024-01-17,Книги,Учебник,83613,4,334452,Екатеринбург,Новый
2024-06-19,Дом и сад,Декор,33625,3,100875,Новосибирск,Новый
2024-06-03,Дом и сад,Мебель,15571,6,93426,СПб,Постоянный
2024-01-18,Книги,Роман,97608,1,97608,Екатеринбург,Новый
2023-11-22,Электроника,Ноутбук,31053,4,124212,СПб,Постоянный
2024-01-07,Спорт,Велосипед,74586,5,372930,Москва,Новый
2023-07-17,Книги,Детектив,27955,5,139775,Москва,Новый
2024-10-06,Спорт,Мяч,12437,6,74622,Москва,Постоянный
2024-06-11,Одежда,Футболка,91285,8,730280,СПб,Постоянный
2023-09-29,Одежда,Платье,5798,9,52182,Екатеринбург,Новый
2023-09-18,Одежда,Платье,93783,10,937830,Екатеринбург,Постоянный
2023-07-16,Дом и сад,Посуда,66949,6,401694,Новосибирск,Новый
2023-05-17,Дом и сад,Декор,33859,8,270872,Екатеринбург,Новый
2024-03-28,Электроника,Смартфон,71652,3,214956,СПб,Постоянный
2024-06-12,Дом и сад,Инструменты,31694,6,190164,Казань,Новый
2023-08-03,Электроника,Смартфон,6703,8,53624,СПб,Новый
2024-08-10,Дом и сад,Текстиль,61195,1,61195,Екатеринбург,Постоянный
2024-04-04,Одежда,Куртка,26757,6,160542,Казань,Постоянный
2023-01-30,Спорт,Велосипед,7096,8,56768,Новосибирск,Новый
2024-02-10,Дом и сад,Декор,31107,4,124428,Москва,Новый
2024-11-28,Электроника,Умные часы,64369,5,321845,Екатеринбург,Новый
2023-03-26,Одежда,Платье,20469,10,204690,Новосибирск,Новый
2023-07-15,Дом и сад,Декор,35952,3,107856,СПб,Новый
2024-10-19,Одежда,Платье,26792,7,187544,СПб,Постоянный
2024-01-26,Одежда,Платье,88949,4,355796,СПб,Постоянный
2023-01-13,Электроника,Наушники,30761,9,276849,Екатеринбург,Постоянный
2024-12-23,Электроника,Смартфон,88655,1,88655,Новосибирск,Постоянный
2023-10-10,Спорт,Мяч,49245,9,443205,Казань,Постоянный
2024-01-17,Дом и сад,Декор,49492,10,494920,Казань,Постоянный
2024-10-10,Дом и сад,Текстиль,35735,3,107205,Казань,Постоянный
2024-04-26,Спорт,Коврик,27311,8,218488,Казань,Новый
2024-03-12,Спорт,Мяч,75349,10,753490,Казань,Постоянный
2024-07-01,Одежда,Куртка,82179,3,246537,СПб,Новый
2023-04-16,Книги,Роман,1964,8,15712,СПб,Новый
2023-12-03,Одежда,Кроссовки,28375,8,227000,Казань,Новый
2023-02-21,Электроника,Умные часы,64890,8,519120,Казань,Новый
2024-11-20,Спорт,Коврик,42930,8,343440,СПб,Постоянный
2023-07-28,Одежда,Куртка,72901,2,145802,Москва,Постоянный
2023-03-07,Электроника,Смартфон,68787,1,68787,Новосибирск,Постоянный
2023-03-11,Дом и сад,Текстиль,24089,2,48178,СПб,Новый
2024-08-21,Одежда,Футболка,52290,9,470610,Екатеринбург,Постоянный
2023-07-16,Электроника,Планшет,92775,8,742200,Москва,Постоянный
2023-01-18,Дом и сад,Текстиль,13865,8,110920,Москва,Постоянный
2024-09-28,Книги,Учебник,59722,7,418054,Новосибирск,Постоянный
2024-07-29,Электроника,Наушники,84920,3,254760,Казань,Новый
2024-03-16,Спорт,Гантели,89243,9,803187,Казань,Постоянный
2024-08-31,Дом и сад,Инструменты,68048,5,340240,Екатеринбург,Постоянный
2024-09-14,Дом и сад,Декор,74449,5,372245,Новосибирск,Постоянный
2023-12-30,Спорт,Коврик,78895,2,157790,СПб,Постоянный
2024-03-03,Спорт,Коврик,10840,1,10840,СПб,Новый
2024-03-02,Дом и сад,Инструменты,94299,7,660093,Казань,Новый
2023-12-28,Электроника,Ноутбук,94691,10,946910,Екатеринбург,Постоянный
2024-08-04,Дом и сад,Декор,86912,6,521472,Новосибирск,Новый
2024-06-29,Электроника,Смартфон,56558,6,339348,Новосибирск,Постоянный
2023-12-11,Книги,Детектив,83685,7,585795,СПб,Новый
2023-11-16,Спорт,Коврик,22831,4,91324,СПб,Новый
2023-05-21,Дом и сад,Декор,44608,7,312256,Новосибирск,Новый
2024-07-28,Дом и сад,Посуда,97439,3,292317,Москва,Постоянный
2023-07-09,Электроника,Ноутбук,35280,1,35280,Новосибирск,Новый
2023-07-24,Спорт,Гантели,57826,9,520434,Новосибирск,Новый
2024-09-24,Спорт,Форма,39007,3,117021,Москва,Постоянный
2024-01-31,Дом и сад,Инструменты,4147,4,16588,Новосибирск,Постоянный
2023-10-15,Электроника,Ноутбук,56251,9,506259,СПб,Постоянный
2024-04-24,Книги,Учебник,4356,7,30492,Казань,Постоянный
2023-10-31,Электроника,Смартфон,66662,3,199986,Москва,Постоянный
2023-05-03,Спорт,Велосипед,7256,4,29024,Новосибирск,Постоянный
2023-04-04,Дом и сад,Посуда,38119,4,152476,Новосибирск,Новый
2023-07-30,Дом и сад,Декор,80502,8,644016,Москва,Постоянный
2024-04-15,Спорт,Велосипед,81122,10,811220,Москва,Новый
2024-04-12,Одежда,Джинсы,32485,9,292365,Москва,Постоянный
2024-11-17,Спорт,Форма,75113,6,450678,Новосибирск,Новый
2023-06-27,Одежда,Футболка,8113,1,8113,Казань,Новый
2024-04-10,Спорт,Коврик,73330,2,146660,СПб,Постоянный
2023-10-19,Спорт,Форма,6877,3,20631,Москва,Постоянный
2023-05-02,Книги,Детектив,59761,1,59761,Екатеринбург,Новый
2023-12-05,Электроника,Ноутбук,50014,1,50014,Новосибирск,Новый
2023-11-01,Дом и сад,Декор,78408,4,313632,Новосибирск,Новый
2024-02-17,Книги,Роман,66838,4,267352,Екатеринбург,Новый
2024-11-30,Дом и сад,Инструменты,78299,3,234897,Москва,Постоянный
2023-06-04,Дом и сад,Инструменты,62812,8,502496,Москва,Постоянный
2024-08-10,Спорт,Мяч,47778,7,334446,Новосибирск,Новый
2023-03-03,Дом и сад,Мебель,74262,1,74262,Москва,Новый
2024-12-16,Дом и сад,Текстиль,71096,6,426576,Москва,Постоянный
2023-09-18,Спорт,Велосипед,72840,8,582720,Москва,Постоянный
2023-01-09,Одежда,Джинсы,32460,10,324600,Новосибирск,Постоянный
2023-12-10,Электроника,Наушники,52287,5,261435,Новосибирск,Новый
2023-11-28,Спорт,Коврик,55216,8,441728,Новосибирск,Новый
2023-07-26,Дом и сад,Посуда,75683,4,302732,Москва,Новый
2023-01-07,Электроника,Умные часы,80793,3,242379,Москва,Новый
2023-10-08,Дом и сад,Текстиль,53514,5,267570,Екатеринбург,Новый
2024-02-11,Книги,Фантастика,90730,7,635110,Новосибирск,Новый
2023-08-31,Электроника,Наушники,81180,5,405900,Екатеринбург,Постоянный
2024-01-09,Книги,Учебник,43346,8,346768,Казань,Постоянный
2023-11-30,Спорт,Велосипед,89680,3,269040,СПб,Постоянный
2023-02-07,Спорт,Велосипед,15041,7,105287,Москва,Постоянный
2023-05-16,Одежда,Кроссовки,2625,7,18375,Казань,Постоянный
2024-03-03,Книги,Биография,60033,8,480264,СПб,Новый
2023-10-16,Одежда,Кроссовки,52188,3,156564,Казань,Новый
2023-02-04,Книги,Биография,12348,1,12348,Казань,Постоянный
2023-02-26,Одежда,Кроссовки,60467,2,120934,Екатеринбург,Новый
2024-12-03,Спорт,Велосипед,27424,5,137120,Казань,Новый
2023-09-22,Дом и сад,Текстиль,63586,2,127172,Екатеринбург,Постоянный
2024-11-19,Одежда,Футболка,92020,7,644140,Казань,Постоянный
2023-07-09,Одежда,Куртка,1661,9,14949,Москва,Новый
2024-11-17,Одежда,Платье,18177,7,127239,СПб,Постоянный
2023-05-18,Одежда,Кроссовки,31009,3,93027,Казань,Постоянный
2023-09-30,Одежда,Футболка,21978,9,197802,Москва,Постоянный
2023-11-11,Спорт,Гантели,66696,5,333480,Казань,Постоянный
2023-11-18,Спорт,Мяч,76841,8,614728,Новосибирск,Новый
2023-12-18,Спорт,Коврик,42896,2,85792,Казань,Новый
2024-09-08,Одежда,Куртка,40365,5,201825,Казань,Постоянный
2023-09-22,Электроника,Смартфон,80724,3,242172,Москва,Новый
2024-03-28,Спорт,Коврик,48123,7,336861,Новосибирск,Новый
2023-01-25,Одежда,Куртка,57689,5,288445,Москва,Постоянный
2024-03-10,Спорт,Форма,44050,3,132150,Москва,Постоянный
2023-08-31,Спорт,Форма,63052,1,63052,Екатеринбург,Постоянный
2024-09-17,Спорт,Форма,4271,10,42710,Екатеринбург,Новый
2023-10-08,Электроника,Умные часы,80114,6,480684,Москва,Постоянный
2024-06-22,Дом и сад,Декор,82278,10,822780,Москва,Новый
2023-02-03,Книги,Детектив,74352,2,148704,Екатеринбург,Новый
2024-01-17,Одежда,Платье,95897,9,863073,Москва,Новый
2023-07-29,Электроника,Смартфон,3721,9,33489,СПб,Новый
2023-03-06,Одежда,Футболка,71316,8,570528,Казань,Новый
2023-01-26,Дом и сад,Мебель,11760,1,11760,Новосибирск,Новый
2023-03-03,Дом и сад,Посуда,99153,8,793224,Екатеринбург,Новый
2023-09-05,Одежда,Платье,30058,4,120232,Казань,Постоянный
2023-08-08,Спорт,Велосипед,43563,1,43563,Екатеринбург,Новый
2023-03-06,Спорт,Велосипед,75453,9,679077,Казань,Новый
2024-06-05,Дом и сад,Декор,9213,9,82917,Москва,Постоянный
2024-02-23,Книги,Фантастика,57771,3,173313,СПб,Новый
2024-07-28,Дом и сад,Посуда,52071,10,520710,СПб,Новый
2023-10-31,Дом и сад,Декор,14706,1,14706,Новосибирск,Новый
2024-01-18,Книги,Фантастика,44890,9,404010,Казань,Новый
2024-09-08,Дом и сад,Декор,85030,5,425150,Екатеринбург,Постоянный
2024-05-05,Одежда,Куртка,98442,10,984420,Казань,Постоянный
2023-03-30,Электроника,Смартфон,67125,10,671250,Новосибирск,Новый
2024-05-09,Дом и сад,Декор,78477,3,235431,Казань,Постоянный
2024-12-19,Электроника,Смартфон,55884,8,447072,Новосибирск,Новый
2024-02-12,Одежда,Джинсы,67614,2,135228,СПб,Постоянный
2024-06-08,Книги,Детектив,21025,7,147175,Москва,Новый
2023-06-05,Спорт,Коврик,17995,7,125965,Москва,Постоянный
2023-12-09,Дом и сад,Инструменты,86676,6,520056,СПб,Новый
2024-07-12,Спорт,Мяч,54699,1,54699,Екатеринбург,Новый
2023-12-13,Дом и сад,Посуда,39786,6,238716,СПб,Постоянный
2023-04-27,Спорт,Гантели,44737,1,44737,СПб,Постоянный
2024-06-16,Дом и сад,Декор,80908,4,323632,СПб,Постоянный
2024-05-11,Электроника,Смартфон,11424,8,91392,СПб,Новый
2024-05-23,Спорт,Форма,74220,6,445320,СПб,Постоянный
2023-09-18,Книги,Фантастика,91802,2,183604,Казань,Постоянный
2023-12-29,Дом и сад,Инструменты,16412,5,82060,Казань,Постоянный
2024-10-31,Дом и сад,Текстиль,65670,7,459690,Новосибирск,Постоянный
2023-08-11,Одежда,Куртка,87302,2,174604,Екатеринбург,Новый
2024-06-14,Одежда,Платье,58422,8,467376,Новосибирск,Новый
2023-05-23,Электроника,Смартфон,92224,9,830016,Новосибирск,Новый
2024-03-18,Спорт,Коврик,24234,8,193872,СПб,Новый
2023-08-20,Одежда,Футболка,35729,6,214374,СПб,Новый
2024-09-01,Одежда,Куртка,37818,4,151272,Москва,Новый
2024-05-08,Одежда,Платье,59302,2,118604,Екатеринбург,Новый
2024-11-12,Электроника,Смартфон,86363,6,518178,Екатеринбург,Постоянный
2023-11-24,Одежда,Кроссовки,22123,4,88492,Москва,Постоянный
2023-04-19,Спорт,Гантели,70052,2,140104,Новосибирск,Новый
2024-07-14,Спорт,Гантели,63455,10,634550,Москва,Постоянный
2023-07-11,Одежда,Куртка,35516,8,284128,СПб,Новый
2024-05-14,Одежда,Куртка,56666,6,339996,Москва,Постоянный
2023-01-31,Книги,Детектив,86403,1,86403,Москва,Новый
2023-06-09,Электроника,Ноутбук,74507,9,670563,Москва,Постоянный
2023-03-23,Электроника,Ноутбук,23760,7,166320,Екатеринбург,Новый
2023-11-13,Спорт,Форма,38464,1,38464,Екатеринбург,Постоянный
2024-06-12,Дом и сад,Посуда,97642,10,976420,Москва,Постоянный
2024-03-27,Электроника,Планшет,71152,9,640368,Екатеринбург,Постоянный
2023-07-22,Книги,Фантастика,89058,4,356232,Казань,Постоянный
2023-08-04,Электроника,Умные часы,65184,4,260736,Москва,Новый
2023-05-02,Книги,Учебник,67398,1,67398,Новосибирск,Новый
2023-02-23,Электроника,Смартфон,74297,4,297188,Москва,Новый
2023-05-06,Спорт,Мяч,11666,10,116660,СПб,Постоянный
2023-01-01,Книги,Биография,42815,7,299705,СПб,Новый
2023-05-17,Спорт,Гантели,68266,10,682660,Екатеринбург,Новый
2023-12-27,Книги,Учебник,38714,5,193570,СПб,Новый
2024-12-03,Книги,Фантастика,90723,5,453615,СПб,Новый
2023-02-07,Электроника,Ноутбук,46363,6,278178,Екатеринбург,Новый
2023-11-22,Электроника,Ноутбук,83486,6,500916,СПб,Постоянный
2024-01-03,Электроника,Смартфон,29392,8,235136,Екатеринбург,Постоянный
2023-08-04,Электроника,Смартфон,34895,3,104685,Казань,Постоянный
2023-03-27,Дом и сад,Мебель,3651,1,3651,Москва,Постоянный
2023-07-06,Книги,Фантастика,57416,7,401912,Новосибирск,Новый
2024-04-28,Дом и сад,Текстиль,15759,10,157590,Новосибирск,Постоянный
2024-12-04,Дом и сад,Посуда,74193,1,74193,СПб,Новый
2024-09-08,Одежда,Футболка,27164,1,27164,Москва,Новый
2024-09-07,Электроника,Ноутбук,91165,1,91165,Казань,Постоянный
2024-05-12,Дом и сад,Декор,52871,4,211484,Москва,Новый
2024-06-22,Книги,Фантастика,81722,10,817220,Новосибирск,Постоянный
2024-06-09,Дом и сад,Посуда,27974,5,139870,СПб,Новый
2023-01-05,Дом и сад,Посуда,28231,6,169386,Казань,Постоянный
2023-06-18,Книги,Детектив,52710,3,158130,Казань,Постоянный
2024-01-26,Книги,Фантастика,91833,9,826497,СПб,Постоянный
2023-06-18,Книги,Учебник,49857,8,398856,СПб,Постоянный
2024-02-18,Дом и сад,Текстиль,45453,6,272718,СПб,Постоянный
2024-02-21,Спорт,Велосипед,57648,5,288240,Москва,Постоянный
2023-02-25,Спорт,Коврик,77992,6,467952,Екатеринбург,Постоянный
2023-01-18,Книги,Фантастика,17367,10,173670,Казань,Постоянный
2024-01-10,Спорт,Форма,84679,8,677432,Казань,Постоянный
2024-06-29,Книги,Фантастика,2173,6,13038,Новосибирск,Постоянный
2023-10-07,Дом и сад,Инструменты,32697,5,163485,СПб,Постоянный
2024-01-08,Одежда,Футболка,59320,1,59320,Новосибирск,Новый
2024-03-27,Одежда,Джинсы,76860,9,691740,СПб,Новый
2024-09-26,Дом и сад,Мебель,26877,6,161262,Москва,Новый
2024-08-27,Дом и сад,Инструменты,25772,6,154632,Екатеринбург,Постоянный
2024-08-05,Электроника,Умные часы,69805,9,628245,СПб,Новый
2024-02-09,Спорт,Коврик,40121,4,160484,Новосибирск,Новый
2024-04-03,Книги,Биография,13801,8,110408,Новосибирск,Постоянный
2024-12-05,Электроника,Умные часы,63229,4,252916,Казань,Новый
2023-06-03,Спорт,Форма,84110,9,756990,Казань,Постоянный
2023-07-07,Одежда,Куртка,8701,4,34804,СПб,Постоянный
2024-08-07,Дом и сад,Текстиль,70318,6,421908,Казань,Постоянный
2023-01-27,Книги,Учебник,8531,3,25593,Екатеринбург,Постоянный
2024-04-20,Одежда,Платье,22684,4,90736,СПб,Новый
2024-03-05,Дом и сад,Декор,92525,4,370100,Новосибирск,Постоянный
2024-09-06,Спорт,Коврик,9013,1,9013,Казань,Новый
2024-05-23,Книги,Учебник,94789,5,473945,Москва,Постоянный
2024-12-27,Одежда,Куртка,32645,5,163225,Казань,Новый
2023-11-28,Спорт,Форма,78505,10,785050,СПб,Постоянный
2023-03-04,Электроника,Ноутбук,27892,8,223136,Москва,Новый
2024-01-04,Спорт,Форма,15618,5,78090,Новосибирск,Постоянный
2024-01-27,Книги,Фантастика,19200,9,172800,Екатеринбург,Новый
2023-03-01,Одежда,Кроссовки,17212,5,86060,СПб,Новый
2023-11-08,Дом и сад,Посуда,79450,9,715050,Новосибирск,Постоянный
2024-02-14,Одежда,Куртка,63920,5,319600,Казань,Постоянный
2024-01-11,Электроника,Умные часы,34659,9,311931,Москва,Новый
2023-09-03,Электроника,Умные часы,65702,3,197106,СПб,Новый
2023-10-30,Спорт,Мяч,94001,6,564006,Новосибирск,Постоянный
2023-10-09,Дом и сад,Посуда,53572,1,53572,Екатеринбург,Новый
2024-09-29,Одежда,Футболка,57037,10,570370,Новосибирск,Постоянный
2023-08-21,Дом и сад,Декор,73837,5,369185,Новосибирск,Новый
2023-03-22,Дом и сад,Текстиль,45325,8,362600,Екатеринбург,Новый
2024-02-11,Книги,Фантастика,48222,7,337554,СПб,Постоянный
2024-03-15,Книги,Детектив,53736,4,214944,Казань,Новый
2023-05-26,Дом и сад,Декор,8457,1,8457,Екатеринбург,Постоянный
2023-03-20,Книги,Фантастика,12514,2,25028,Новосибирск,Новый
2024-03-03,Электроника,Ноутбук,88195,8,705560,СПб,Новый
2023-12-22,Одежда,Кроссовки,20602,5,103010,Казань,Новый
2023-04-17,Книги,Детектив,82699,9,744291,Екатеринбург,Новый
2023-03-15,Одежда,Кроссовки,65114,6,390684,СПб,Постоянный
2023-12-27,Дом и сад,Мебель,55993,2,111986,Екатеринбург,Новый
2023-05-22,Одежда,Куртка,63258,8,506064,Казань,Постоянный
2024-05-16,Дом и сад,Мебель,72141,1,72141,Новосибирск,Новый
2023-06-28,Одежда,Платье,17244,6,103464,Москва,Постоянный
2023-07-22,Книги,Фантастика,78326,10,783260,СПб,Постоянный
2024-06-14,Спорт,Гантели,75262,9,677358,Москва,Новый
2024-03-06,Электроника,Ноутбук,52162,7,365134,СПб,Постоянный
2024-07-08,Спорт,Гантели,81512,9,733608,СПб,Новый
2024-11-03,Одежда,Футболка,99154,8,793232,СПб,Постоянный
2024-03-19,Электроника,Ноутбук,83504,8,668032,СПб,Постоянный
2024-05-16,Электроника,Смартфон,98350,1,98350,Казань,Новый
2024-01-22,Дом и сад,Текстиль,43742,6,262452,Новосибирск,Новый
2023-09-06,Книги,Детектив,13325,4,53300,Казань,Новый
2023-06-03,Дом и сад,Декор,52677,4,210708,СПб,Новый
2023-01-29,Электроника,Смартфон,36688,8,293504,Екатеринбург,Постоянный
2024-01-17,Электроника,Умные часы,19987,2,39974,Новосибирск,Постоянный
2023-10-18,Спорт,Коврик,87975,1,87975,Казань,Постоянный
2024-06-26,Книги,Биография,38893,9,350037,Казань,Новый
2024-01-14,Дом и сад,Декор,9244,9,83196,Казань,Новый
2024-10-06,Спорт,Коврик,55870,1,55870,Новосибирск,Новый
2023-01-17,Дом и сад,Декор,35595,9,320355,Новосибирск,Постоянный
2024-05-11,Одежда,Джинсы,80701,10,807010,Новосибирск,Новый
2023-08-25,Дом и сад,Текстиль,17602,4,70408,Екатеринбург,Постоянный
2024-12-14,Книги,Детектив,58813,9,529317,Москва,Постоянный
2024-05-16,Одежда,Джинсы,52636,8,421088,Екатеринбург,Постоянный
2024-11-07,Спорт,Мяч,80264,4,321056,Москва,Новый
2023-08-20,Одежда,Джинсы,15645,10,156450,СПб,Новый
2023-07-26,Электроника,Смартфон,86568,2,173136,Екатеринбург,Постоянный
2024-09-23,Одежда,Куртка,64025,7,448175,Казань,Новый
2024-12-13,Электроника,Смартфон,16479,5,82395,Казань,Новый
2023-07-01,Электроника,Смартфон,34803,3,104409,Москва,Постоянный
2023-07-05,Одежда,Куртка,37547,5,187735,Москва,Постоянный
2023-08-08,Спорт,Велосипед,93561,3,280683,СПб,Новый
2023-04-26,Дом и сад,Посуда,7842,6,47052,Москва,Постоянный
2024-07-11,Дом и сад,Мебель,43598,6,261588,Москва,Постоянный
2023-07-05,Одежда,Платье,77868,2,155736,Казань,Постоянный
2023-05-18,Дом и сад,Инструменты,69301,3,207903,Москва,Новый
2024-11-05,Одежда,Джинсы,80248,1,80248,СПб,Постоянный
2023-01-17,Спорт,Форма,43301,4,173204,Екатеринбург,Постоянный
2023-07-04,Электроника,Умные часы,27255,2,54510,Новосибирск,Новый
2023-07-15,Дом и сад,Декор,27748,1,27748,СПб,Новый
2024-07-14,Одежда,Куртка,27524,3,82572,СПб,Постоянный
2023-04-25,Спорт,Мяч,15249,8,121992,Екатеринбург,Постоянный
2024-03-26,Книги,Учебник,47978,2,95956,Новосибирск,Новый
2023-06-30,Электроника,Наушники,68005,10,680050,Новосибирск,Новый
2023-05-23,Дом и сад,Текстиль,94490,1,94490,СПб,Постоянный
2024-09-04,Одежда,Кроссовки,71896,8,575168,Екатеринбург,Новый
2024-03-27,Одежда,Джинсы,53426,6,320556,Казань,Постоянный
2024-12-14,Спорт,Мяч,97951,6,587706,Екатеринбург,Новый
2023-10-22,Электроника,Умные часы,11180,8,89440,Казань,Постоянный
2024-04-14,Дом и сад,Посуда,95220,6,571320,Казань,Новый
2024-10-23,Книги,Фантастика,69583,7,487081,СПб,Новый
2023-10-25,Одежда,Кроссовки,35652,3,106956,Казань,Новый
2023-11-12,Спорт,Коврик,99633,1,99633,Новосибирск,Постоянный
2024-02-02,Электроника,Умные часы,34194,6,205164,Новосибирск,Новый
2023-03-28,Электроника,Ноутбук,2610,4,10440,Новосибирск,Новый
2024-10-30,Электроника,Умные часы,99598,4,398392,Новосибирск,Новый
2024-04-12,Дом и сад,Текстиль,1033,7,7231,Екатеринбург,Постоянный
2023-05-21,Книги,Фантастика,73741,9,663669,Новосибирск,Новый
2023-09-14,Одежда,Футболка,77914,9,701226,Новосибирск,Постоянный
2023-08-17,Электроника,Умные часы,43169,3,129507,Казань,Постоянный
2023-04-02,Дом и сад,Мебель,37954,10,379540,Москва,Постоянный
2024-07-25,Спорт,Форма,89713,10,897130,Казань,Постоянный
2023-09-24,Спорт,Гантели,90719,3,272157,Казань,Новый
2024-06-28,Спорт,Форма,99226,9,893034,Москва,Новый
2024-07-26,Одежда,Куртка,93991,8,751928,СПб,Постоянный
2024-10-15,Спорт,Велосипед,92040,3,276120,Екатеринбург,Постоянный
2024-08-21,Одежда,Платье,96787,3,290361,Москва,Новый
2023-02-10,Дом и сад,Инструменты,72401,5,362005,Новосибирск,Постоянный
2023-06-27,Электроника,Умные часы,66944,10,669440,Москва,Новый
2024-03-15,Одежда,Кроссовки,77256,1,77256,СПб,Новый
2024-10-05,Дом и сад,Мебель,36561,6,219366,Москва,Новый
2023-08-10,Электроника,Наушники,44548,6,267288,Екатеринбург,Постоянный
2023-01-23,Одежда,Футболка,76559,3,229677,Казань,Постоянный
2023-09-08,Одежда,Джинсы,91178,9,820602,Новосибирск,Постоянный
2024-02-23,Спорт,Форма,5789,10,57890,СПб,Новый
2024-06-12,Книги,Роман,32812,1,32812,Новосибирск,Постоянный
2023-10-10,Книги,Детектив,1186,7,8302,СПб,Постоянный
2023-03-13,Дом и сад,Посуда,95264,10,952640,СПб,Постоянный
2024-01-14,Одежда,Джинсы,38621,7,270347,Москва,Постоянный
2023-03-31,Книги,Фантастика,61287,9,551583,СПб,Постоянный
2024-04-01,Дом и сад,Инструменты,24044,7,168308,Новосибирск,Постоянный
2024-08-01,Одежда,Кроссовки,95627,6,573762,Екатеринбург,Новый
2023-08-03,Одежда,Футболка,86354,1,86354,Новосибирск,Новый
2024-09-14,Дом и сад,Мебель,57475,1,57475,СПб,Постоянный
2023-07-07,Электроника,Наушники,23210,7,162470,СПб,Постоянный
2024-05-27,Спорт,Велосипед,39088,2,78176,СПб,Постоянный
2023-12-31,Спорт,Гантели,43405,5,217025,Казань,Новый
2023-01-28,Одежда,Кроссовки,46067,1,46067,Казань,Постоянный
2023-06-04,Книги,Детектив,44939,3,134817,Новосибирск,Новый
2024-08-04,Книги,Фантастика,7063,5,35315,СПб,Новый
2023-06-13,Дом и сад,Текстиль,24808,9,223272,Казань,Постоянный
2024-08-22,Электроника,Планшет,67735,9,609615,Казань,Новый
2024-02-05,Спорт,Коврик,41293,7,289051,СПб,Постоянный
2023-02-26,Книги,Учебник,76070,5,380350,Новосибирск,Новый
2023-06-22,Дом и сад,Инструменты,53940,5,269700,Новосибирск,Новый
2023-05-16,Дом и сад,Посуда,60207,5,301035,Екатеринбург,Постоянный
2023-10-18,Одежда,Кроссовки,77902,3,233706,СПб,Новый
2024-04-10,Одежда,Куртка,37625,2,75250,Казань,Новый
2023-03-22,Одежда,Футболка,15252,3,45756,Новосибирск,Постоянный
2024-01-26,Электроника,Планшет,7713,9,69417,Новосибирск,Новый
2024-10-26,Одежда,Кроссовки,31230,3,93690,Казань,Новый
2024-06-10,Одежда,Футболка,13329,2,26658,Казань,Постоянный
2024-07-01,Спорт,Гантели,46691,3,140073,Казань,Новый
2023-08-27,Спорт,Мяч,99192,10,991920,Москва,Постоянный
2023-12-15,Дом и сад,Посуда,29452,6,176712,Екатеринбург,Постоянный
2024-06-15,Книги,Фантастика,4666,7,32662,Новосибирск,Постоянный
2024-09-05,Одежда,Джинсы,27024,2,54048,СПб,Новый
2023-12-15,Спорт,Гантели,82747,3,248241,Москва,Новый
2024-07-28,Одежда,Джинсы,68579,5,342895,Новосибирск,Постоянный
2024-07-27,Книги,Биография,22698,4,90792,Екатеринбург,Новый
2023-10-19,Книги,Фантастика,96676,6,580056,СПб,Постоянный
2023-01-03,Спорт,Велосипед,20045,3,60135,СПб,Постоянный
2024-07-02,Спорт,Коврик,81081,2,162162,Казань,Постоянный
2024-03-14,Электроника,Ноутбук,64412,2,128824,Екатеринбург,Новый
2024-11-30,Одежда,Кроссовки,51566,6,309396,Москва,Постоянный
2023-06-09,Одежда,Футболка,56765,4,227060,Казань,Новый
2024-05-29,Спорт,Велосипед,37236,2,74472,Казань,Постоянный
2024-08-19,Одежда,Платье,17748,7,124236,Москва,Постоянный
2024-01-02,Электроника,Планшет,23009,10,230090,Москва,Новый
2024-03-26,Дом и сад,Посуда,99514,8,796112,Казань,Постоянный
2023-08-22,Одежда,Футболка,84686,1,84686,Казань,Новый
2023-07-15,Дом и сад,Текстиль,37945,2,75890,Екатеринбург,Постоянный
2024-12-17,Книги,Биография,9469,3,28407,Екатеринбург,Новый
2023-11-06,Электроника,Планшет,7545,1,7545,Новосибирск,Постоянный
2023-04-18,Электроника,Наушники,4719,5,23595,Москва,Новый
2024-07-20,Одежда,Джинсы,98643,4,394572,СПб,Постоянный
2024-01-04,Одежда,Платье,22000,4,88000,Новосибирск,Постоянный
2023-11-21,Спорт,Мяч,97987,5,489935,Москва,Постоянный
2023-04-23,Одежда,Кроссовки,35836,2,71672,Казань,Постоянный
2023-04-06,Спорт,Велосипед,42740,4,170960,СПб,Постоянный
2024-09-18,Книги,Роман,76080,4,304320,СПб,Постоянный
2023-02-25,Электроника,Ноутбук,64710,9,582390,СПб,Новый
2024-03-29,Электроника,Ноутбук,29124,8,232992,Екатеринбург,Постоянный
2023-05-28,Электроника,Умные часы,20075,8,160600,Москва,Новый
2023-08-03,Спорт,Мяч,12066,10,120660,СПб,Новый
2024-03-15,Одежда,Куртка,10455,6,62730,СПб,Новый
2024-05-05,Дом и сад,Декор,80401,2,160802,Москва,Постоянный
2024-07-09,Спорт,Коврик,80625,8,645000,Казань,Новый
2023-06-22,Книги,Роман,83767,8,670136,Москва,Постоянный
2024-09-24,Книги,Биография,72082,8,576656,Казань,Новый
